region-centroid-col	region-centroid-row	region-pixel-count	short-line-density-5	short-line-density-2	vedge-mean	vegde-sd	hedge-mean	hedge-sd	intensity-mean	rawred-mean	rawblue-mean	rawgreen-mean	exred-mean	exblue-mean	exgreen-mean	value-mean	saturation-mean	hue-mean	class
67.00	34.00	9.00	0.00	0.00	1.11	1.22	0.56	0.58	54.26	46.22	70.33	46.22	-24.11	48.22	-24.11	70.33	0.35	-2.09	cement
130.00	189.00	9.00	0.00	0.00	0.89	0.34	1.17	0.92	12.00	9.44	10.11	16.44	-7.67	-5.67	13.33	16.44	0.44	2.19	grass
234.00	161.00	9.00	0.00	0.00	0.89	0.50	1.61	1.41	19.04	15.11	17.00	25.00	-11.78	-6.11	17.89	25.00	0.40	2.29	grass
83.00	133.00	9.00	0.11	0.00	2.33	2.14	1.17	1.07	48.67	41.56	62.56	41.89	-21.33	41.67	-20.33	62.56	0.34	-2.11	cement
96.00	236.00	9.00	0.00	0.00	1.72	3.84	1.72	1.13	13.96	10.78	12.44	18.67	-9.56	-4.56	14.11	18.67	0.42	2.32	grass
41.00	77.00	9.00	0.11	0.00	1.78	0.65	1.61	1.57	5.00	1.22	10.22	3.56	-11.33	15.67	-4.33	10.22	0.89	-2.35	foliage
161.00	135.00	9.00	0.00	0.00	0.06	0.14	0.11	0.17	1.26	0.78	3.00	0.00	-1.44	5.22	-3.78	3.00	1.00	-1.82	window
158.00	76.00	9.00	0.00	0.00	0.83	0.66	3.28	3.07	34.85	31.89	42.00	30.67	-8.89	21.44	-12.56	42.00	0.27	-1.98	cement
241.00	90.00	9.00	0.00	0.11	5.67	23.38	6.78	63.76	9.00	4.78	15.67	6.56	-12.67	20.00	-7.33	15.67	0.76	-2.27	foliage
240.00	58.00	9.00	0.00	0.00	1.06	0.77	1.00	0.71	92.70	76.89	118.56	82.67	-47.44	77.56	-30.11	118.56	0.35	-2.24	sky
84.00	65.00	9.00	0.00	0.00	0.72	0.37	2.00	0.71	125.67	115.33	141.67	120.00	-31.00	48.00	-17.00	141.67	0.19	-2.27	sky
157.00	20.00	9.00	0.00	0.00	1.33	0.76	4.94	4.48	35.48	32.00	42.78	31.67	-10.44	21.89	-11.44	42.78	0.26	-2.05	cement
185.00	102.00	9.00	0.00	0.00	11.06	73.71	0.44	0.21	56.78	51.11	69.11	50.11	-17.00	37.00	-20.00	69.11	0.27	-2.03	cement
41.00	150.00	9.00	0.00	0.00	1.78	1.94	2.17	1.50	20.74	16.22	29.22	16.78	-13.56	25.44	-11.89	29.22	0.44	-2.13	cement
222.00	145.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	window
228.00	20.00	9.00	0.00	0.00	1.06	0.49	0.83	0.75	125.00	114.00	140.56	120.44	-33.00	46.67	-13.67	140.56	0.19	-2.35	sky
212.00	81.00	9.00	0.00	0.00	0.72	0.11	0.83	0.08	92.19	77.22	118.44	80.89	-44.89	78.78	-33.89	118.44	0.35	-2.19	sky
196.00	93.00	9.00	0.00	0.00	1.78	2.56	1.50	0.92	5.00	2.00	9.33	3.67	-9.00	13.00	-4.00	9.33	0.81	-2.33	foliage
170.00	154.00	9.00	0.00	0.00	0.11	0.17	0.06	0.14	0.07	0.00	0.22	0.00	-0.22	0.44	-0.22	0.22	0.22	-2.09	window
91.00	247.00	9.00	0.00	0.00	2.67	1.25	2.22	1.42	12.63	9.56	12.44	15.89	-9.22	-0.56	9.78	15.89	0.40	2.55	grass
41.00	93.00	9.00	0.00	0.00	0.72	0.15	1.06	1.40	112.30	103.89	128.00	105.00	-25.22	47.11	-21.89	128.00	0.19	-2.14	sky
8.00	226.00	9.00	0.00	0.00	2.89	1.99	1.11	0.46	18.00	14.00	15.78	24.22	-12.00	-6.67	18.67	24.22	0.42	2.27	grass
41.00	61.00	9.00	0.00	0.00	2.06	1.57	1.56	1.94	21.74	20.33	28.78	16.11	-4.22	21.11	-16.89	28.78	0.44	-1.74	brickface
80.00	95.00	9.00	0.00	0.00	1.22	1.01	0.94	0.55	21.41	21.33	26.67	16.22	-0.22	15.78	-15.56	26.67	0.39	-1.57	brickface
58.00	95.00	9.00	0.00	0.00	2.17	1.63	1.94	0.69	4.44	1.22	9.00	3.11	-9.67	13.67	-4.00	9.00	0.87	-2.33	foliage
197.00	236.00	9.00	0.00	0.00	2.44	6.83	3.33	7.60	16.07	13.11	16.67	18.44	-8.89	1.78	7.11	18.56	0.29	2.79	grass
207.00	58.00	9.00	0.00	0.00	0.83	0.46	1.00	0.42	122.00	110.11	138.78	117.11	-35.67	50.33	-14.67	138.78	0.21	-2.35	sky
156.00	86.00	9.00	0.00	0.00	2.28	0.39	0.28	0.25	20.44	15.89	28.56	16.89	-13.67	24.33	-10.67	28.56	0.44	-2.18	window
240.00	79.00	9.00	0.00	0.00	16.28	40.86	14.17	155.32	32.78	24.33	45.78	28.22	-25.33	39.00	-13.67	45.78	0.49	-2.29	foliage
89.00	68.00	9.00	0.00	0.00	4.06	3.04	2.39	1.22	17.70	17.67	23.00	12.44	-0.11	15.89	-15.78	23.00	0.46	-1.56	brickface
143.00	34.00	9.00	0.00	0.00	1.06	0.93	1.39	0.88	125.48	113.67	142.00	120.78	-35.44	49.56	-14.11	142.00	0.20	-2.36	sky
169.00	98.00	9.00	0.00	0.00	0.72	0.15	1.67	0.76	92.33	77.33	116.89	82.78	-45.00	73.67	-28.67	116.89	0.34	-2.24	sky
197.00	144.00	9.00	0.00	0.00	0.94	0.71	0.39	0.49	0.70	0.33	1.67	0.11	-1.11	2.89	-1.78	1.67	0.86	-1.99	window
62.00	26.00	9.00	0.00	0.00	0.78	0.27	0.44	0.40	112.22	98.33	130.89	107.44	-41.67	56.00	-14.33	130.89	0.25	-2.39	sky
134.00	194.00	9.00	0.00	0.00	2.61	1.22	5.22	4.44	58.96	52.89	71.56	52.44	-18.22	37.78	-19.56	71.56	0.27	-2.08	path
54.00	91.00	9.00	0.00	0.00	1.44	1.54	0.83	0.26	3.26	0.56	8.00	1.22	-8.11	14.22	-6.11	8.00	0.94	-2.19	foliage
146.00	72.00	9.00	0.00	0.00	0.94	0.51	1.67	0.58	26.22	23.78	35.44	19.44	-7.33	27.67	-20.33	35.44	0.45	-1.81	brickface
230.00	180.00	9.00	0.11	0.00	1.11	0.52	1.94	1.26	13.85	9.67	13.11	18.78	-12.56	-2.22	14.78	18.78	0.49	2.49	grass
196.00	161.00	9.00	0.00	0.00	2.78	5.54	11.78	93.99	41.96	36.56	51.22	38.11	-16.22	27.78	-11.56	51.33	0.28	-2.39	path
87.00	135.00	9.00	0.00	0.00	0.39	0.24	0.33	0.18	0.96	0.00	2.78	0.11	-2.89	5.44	-2.56	2.78	1.00	-2.12	foliage
235.00	81.00	9.00	0.00	0.00	1.39	0.42	0.78	0.30	3.48	1.00	7.44	2.00	-7.44	11.89	-4.44	7.44	0.88	-2.25	foliage
76.00	106.00	9.00	0.00	0.00	1.83	3.54	2.22	3.72	3.67	1.00	7.89	2.11	-8.00	12.67	-4.67	7.89	0.90	-2.26	foliage
149.00	117.00	9.00	0.22	0.00	0.83	0.26	1.00	0.44	21.22	21.11	26.33	16.22	-0.33	15.33	-15.00	26.33	0.38	-1.57	brickface
69.00	92.00	9.00	0.11	0.00	1.89	4.52	2.00	1.02	19.37	20.22	23.33	14.56	2.56	11.89	-14.44	23.33	0.38	-1.41	brickface
235.00	195.00	9.00	0.00	0.00	1.89	2.09	3.00	1.74	48.33	42.78	59.67	42.56	-16.67	34.00	-17.33	59.67	0.29	-2.08	path
174.00	145.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	window
137.00	66.00	9.00	0.00	0.00	2.61	3.04	2.94	3.89	28.41	25.33	38.22	21.67	-9.22	29.44	-20.22	38.22	0.43	-1.84	brickface
121.00	113.00	9.00	0.00	0.00	1.72	1.53	2.94	1.53	20.26	20.00	25.44	15.33	-0.78	15.56	-14.78	25.44	0.40	-1.59	brickface
74.00	215.00	9.00	0.00	0.00	0.44	0.07	0.50	0.12	6.93	5.11	4.44	11.22	-5.44	-7.44	12.89	11.22	0.60	1.99	grass
35.00	42.00	9.00	0.11	0.00	1.06	0.15	1.39	0.51	22.59	20.00	31.11	16.67	-7.78	25.56	-17.78	31.11	0.46	-1.84	brickface
143.00	20.00	9.00	0.00	0.00	1.11	0.75	1.28	0.93	127.33	116.78	142.67	122.56	-31.67	46.00	-14.33	142.67	0.18	-2.33	sky
131.00	144.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	window
127.00	143.00	9.00	0.00	0.00	1.50	0.12	0.89	0.61	4.19	0.89	9.44	2.22	-9.89	15.78	-5.89	9.44	0.92	-2.26	foliage
157.00	221.00	9.00	0.00	0.00	1.06	0.65	1.22	0.62	12.11	10.22	8.11	18.00	-5.67	-12.00	17.67	18.00	0.55	1.88	grass
59.00	141.00	9.00	0.11	0.00	2.39	1.54	2.17	1.28	12.67	7.89	18.56	11.56	-14.33	17.67	-3.33	18.56	0.59	-2.45	foliage
239.00	123.00	9.00	0.00	0.00	0.50	0.08	0.50	0.17	1.52	0.00	4.22	0.33	-4.56	8.11	-3.56	4.22	1.00	-2.16	foliage
27.00	106.00	9.00	0.00	0.00	0.61	0.42	1.28	0.60	2.19	0.33	4.89	1.33	-5.56	8.11	-2.56	4.89	0.95	-2.27	foliage
25.00	91.00	9.00	0.00	0.00	1.61	4.37	1.39	1.00	3.89	0.89	8.11	2.67	-9.00	12.67	-3.67	8.11	0.91	-2.35	foliage
74.00	127.00	9.00	0.00	0.00	4.83	3.65	1.67	1.25	45.26	39.44	57.33	39.00	-17.44	36.22	-18.78	57.33	0.32	-2.06	cement
92.00	44.00	9.00	0.11	0.00	0.72	0.57	1.17	1.05	123.82	113.44	138.11	119.89	-31.11	42.89	-11.78	138.11	0.18	-2.37	sky
92.00	70.00	9.00	0.11	0.00	1.11	1.36	0.78	0.66	61.11	53.44	77.00	52.89	-23.00	47.67	-24.67	77.00	0.31	-2.07	cement
38.00	112.00	9.00	0.00	0.00	0.56	0.39	1.00	0.09	6.22	7.00	8.11	3.56	2.33	5.67	-8.00	8.11	0.56	-1.27	brickface
138.00	133.00	9.00	0.00	0.00	0.67	0.44	1.17	0.21	6.44	7.78	7.89	3.67	4.00	4.33	-8.33	8.22	0.56	-1.08	brickface
118.00	126.00	9.00	0.00	0.00	0.67	0.40	1.83	2.12	20.56	16.11	28.67	16.89	-13.33	24.33	-11.00	28.67	0.44	-2.16	cement
85.00	70.00	9.00	0.00	0.00	1.28	0.73	1.83	1.14	23.67	23.00	30.11	17.89	-2.00	19.33	-17.33	30.11	0.41	-1.65	brickface
201.00	135.00	9.00	0.00	0.00	0.56	0.30	0.89	0.07	5.52	7.11	6.44	3.00	4.78	2.78	-7.56	7.44	0.60	-0.89	brickface
59.00	111.00	9.00	0.00	0.00	0.28	0.15	0.50	0.12	5.44	6.44	7.00	2.89	3.00	4.67	-7.67	7.22	0.60	-1.18	brickface
124.00	183.00	9.00	0.00	0.00	1.78	0.43	2.28	4.20	18.19	14.22	17.11	23.22	-11.89	-3.22	15.11	23.22	0.39	2.43	grass
85.00	124.00	9.00	0.00	0.00	1.22	0.93	2.39	1.68	14.67	7.56	24.11	12.33	-21.33	28.33	-7.00	24.11	0.69	-2.40	foliage
99.00	149.00	9.00	0.00	0.00	3.67	4.58	2.11	1.59	21.37	16.67	30.00	17.44	-14.11	25.89	-11.78	30.00	0.45	-2.14	cement
120.00	89.00	9.00	0.11	0.00	4.00	9.56	5.83	11.86	10.48	5.78	17.11	8.56	-14.11	19.89	-5.78	17.11	0.69	-2.36	foliage
244.00	193.00	9.00	0.00	0.00	2.06	2.23	3.89	3.63	16.19	13.33	14.22	21.00	-8.56	-5.89	14.44	21.00	0.38	2.22	grass
99.00	132.00	9.00	0.00	0.00	0.44	0.39	0.56	0.79	0.74	0.11	2.00	0.11	-1.89	3.78	-1.89	2.00	0.98	-2.09	foliage
163.00	166.00	9.00	0.00	0.00	1.78	1.10	2.44	1.05	16.96	12.33	16.33	22.22	-13.89	-1.89	15.78	22.22	0.45	2.52	grass
210.00	114.00	9.00	0.00	0.00	1.28	1.31	0.61	0.06	16.19	11.44	25.00	12.11	-14.22	26.44	-12.22	25.00	0.55	-2.14	window
65.00	54.00	9.00	0.00	0.00	1.78	1.67	2.72	4.33	24.59	22.78	32.56	18.44	-5.44	23.89	-18.44	32.56	0.43	-1.76	brickface
252.00	36.00	9.00	0.00	0.00	0.94	0.20	1.00	0.22	135.30	128.56	146.11	131.22	-20.22	32.44	-12.22	146.11	0.12	-2.25	sky
183.00	185.00	9.00	0.00	0.00	2.89	1.42	5.78	5.56	44.96	40.67	55.00	39.22	-12.89	30.11	-17.22	55.00	0.29	-2.00	path
76.00	64.00	9.00	0.00	0.00	2.22	5.50	2.89	4.34	23.63	21.78	31.22	17.89	-5.56	22.78	-17.22	31.22	0.42	-1.76	brickface
47.00	121.00	9.00	0.00	0.00	0.89	1.03	4.89	3.21	53.67	46.89	66.89	47.22	-20.33	39.67	-19.33	66.89	0.30	-2.11	cement
217.00	195.00	9.00	0.00	0.00	4.22	3.28	2.39	2.10	45.07	39.67	55.56	40.00	-16.22	31.44	-15.22	55.56	0.29	-2.12	path
48.00	202.00	9.00	0.00	0.11	3.39	1.63	4.83	4.09	58.00	52.00	71.00	51.00	-18.00	39.00	-21.00	71.00	0.28	-2.05	path
200.00	13.00	9.00	0.00	0.00	1.78	1.86	0.28	0.25	9.30	6.11	15.89	5.89	-9.56	19.78	-10.22	15.89	0.63	-2.07	window
229.00	124.00	9.00	0.00	0.00	0.89	0.07	0.89	0.34	5.89	7.11	7.11	3.44	3.67	3.67	-7.33	7.56	0.55	-1.04	brickface
9.00	131.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	foliage
140.00	181.00	9.00	0.11	0.00	0.83	0.48	1.28	1.71	19.30	15.44	18.44	24.00	-11.56	-2.56	14.11	24.00	0.36	2.46	grass
188.00	186.00	9.00	0.00	0.00	0.89	0.16	0.78	0.21	18.52	15.33	18.22	22.00	-9.56	-0.89	10.44	22.00	0.30	2.59	grass
154.00	128.00	9.00	0.00	0.00	0.50	0.30	0.33	0.04	5.96	7.33	7.22	3.33	4.11	3.78	-7.89	7.67	0.56	-1.01	brickface
78.00	72.00	9.00	0.00	0.00	1.11	1.01	1.06	0.73	125.56	115.33	140.56	120.78	-30.67	45.00	-14.33	140.56	0.18	-2.32	sky
34.00	164.00	9.00	0.00	0.00	0.89	0.40	1.28	0.49	11.33	9.22	10.33	14.44	-6.33	-3.00	9.33	14.44	0.37	2.29	grass
112.00	90.00	9.00	0.00	0.00	7.39	6.95	1.28	0.88	65.19	57.67	79.78	58.11	-22.56	43.78	-21.22	79.78	0.28	-2.11	cement
186.00	98.00	9.00	0.00	0.00	1.28	1.18	5.94	3.08	33.96	31.00	41.00	29.89	-8.89	21.11	-12.22	41.00	0.27	-1.96	cement
233.00	81.00	9.00	0.00	0.00	0.61	0.33	1.06	0.55	90.41	75.67	116.44	79.11	-44.22	78.11	-33.89	116.44	0.35	-2.18	sky
121.00	82.00	9.00	0.00	0.00	0.56	0.34	0.61	0.44	106.52	92.89	125.89	100.78	-40.89	58.11	-17.22	125.89	0.26	-2.34	sky
24.00	83.00	9.00	0.00	0.00	2.78	4.92	3.61	2.37	18.74	19.11	23.22	13.89	1.11	13.44	-14.56	23.33	0.40	-1.46	brickface
107.00	210.00	9.00	0.00	0.00	0.94	0.60	1.83	0.66	15.11	11.22	14.22	19.89	-11.67	-2.67	14.33	19.89	0.44	2.46	grass
103.00	174.00	9.00	0.11	0.00	1.44	1.17	1.67	1.26	23.19	20.67	19.89	29.00	-7.56	-9.89	17.44	29.00	0.33	2.03	grass
145.00	248.00	9.00	0.00	0.00	2.06	1.72	2.11	1.38	26.89	23.22	25.11	32.33	-11.00	-5.33	16.33	32.33	0.29	2.29	grass
59.00	135.00	9.00	0.00	0.00	0.17	0.18	0.06	0.14	0.48	0.00	1.44	0.00	-1.44	2.89	-1.44	1.44	1.00	-2.09	window
45.00	205.00	9.00	0.00	0.00	1.94	2.20	3.33	2.53	50.26	44.89	61.78	44.11	-16.11	34.56	-18.44	61.78	0.29	-2.04	path
237.00	83.00	9.00	0.00	0.00	0.72	0.42	5.83	20.92	9.89	6.00	17.00	6.67	-11.67	21.33	-9.67	17.00	0.68	-2.15	window
120.00	74.00	9.00	0.00	0.00	0.33	0.09	0.50	0.08	101.85	89.11	123.22	93.22	-38.22	64.11	-25.89	123.22	0.28	-2.22	sky
186.00	90.00	9.00	0.00	0.00	4.44	1.46	0.67	0.47	10.04	7.56	15.00	7.56	-7.44	14.89	-7.44	15.00	0.53	-2.07	window
20.00	134.00	9.00	0.00	0.00	0.67	0.09	0.61	0.24	2.96	1.11	6.44	1.33	-5.56	10.44	-4.89	6.44	0.83	-2.13	window
210.00	153.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	window
117.00	137.00	9.00	0.00	0.00	0.22	0.07	0.67	0.18	3.11	1.56	6.33	1.44	-4.67	9.67	-5.00	6.33	0.77	-2.08	window
18.00	43.00	9.00	0.00	0.00	1.89	1.77	1.56	1.22	64.70	54.89	82.56	56.67	-29.44	53.56	-24.11	82.56	0.34	-2.16	cement
63.00	220.00	9.00	0.00	0.00	3.06	15.26	3.67	6.09	8.19	6.56	6.44	11.56	-4.89	-5.22	10.11	11.56	0.49	2.09	grass
172.00	218.00	9.00	0.00	0.00	2.56	2.43	1.61	2.42	14.93	11.89	13.78	19.11	-9.11	-3.44	12.56	19.11	0.39	2.36	grass
173.00	190.00	9.00	0.11	0.00	2.33	2.56	1.56	1.20	50.44	44.89	62.33	44.11	-16.67	35.67	-19.00	62.33	0.29	-2.05	path
36.00	243.00	9.00	0.11	0.00	1.89	1.85	2.00	0.71	13.33	9.89	12.11	18.00	-10.33	-3.67	14.00	18.00	0.45	2.37	grass
174.00	188.00	9.00	0.00	0.00	2.89	2.88	3.61	2.24	50.41	45.44	62.00	43.78	-14.89	34.78	-19.89	62.00	0.29	-2.00	path
39.00	124.00	9.00	0.00	0.11	5.33	4.77	6.50	4.54	7.59	4.11	12.89	5.78	-10.44	15.89	-5.44	12.89	0.77	-2.27	foliage
77.00	199.00	9.00	0.00	0.00	2.67	1.86	4.67	3.03	57.00	50.56	71.00	49.44	-19.33	42.00	-22.67	71.00	0.30	-2.04	path
14.00	110.00	9.00	0.00	0.00	1.72	5.35	2.67	1.02	17.93	18.89	21.44	13.44	2.89	10.56	-13.44	21.44	0.37	-1.35	brickface
76.00	116.00	9.00	0.00	0.00	0.83	0.43	0.17	0.08	16.85	13.56	23.22	13.78	-9.89	19.11	-9.22	23.22	0.42	-2.12	window
180.00	123.00	9.00	0.11	0.00	1.72	2.11	1.11	0.52	57.48	52.56	68.56	51.33	-14.78	33.22	-18.44	68.56	0.25	-2.02	cement
51.00	237.00	9.00	0.11	0.00	2.56	2.54	2.33	1.23	14.15	11.11	13.00	18.33	-9.11	-3.44	12.56	18.33	0.40	2.38	grass
233.00	97.00	9.00	0.00	0.00	0.39	0.20	0.56	0.21	2.11	0.11	5.56	0.67	-6.00	10.33	-4.33	5.56	0.98	-2.19	foliage
121.00	113.00	9.00	0.00	0.00	1.72	1.53	2.94	1.53	20.26	20.00	25.44	15.33	-0.78	15.56	-14.78	25.44	0.40	-1.59	brickface
202.00	21.00	9.00	0.00	0.00	0.33	0.37	5.22	2.61	40.74	37.11	49.33	35.78	-10.89	25.78	-14.89	49.33	0.27	-1.99	cement
198.00	148.00	9.00	0.11	0.00	1.67	0.84	1.11	0.98	1.78	1.11	3.22	1.00	-2.00	4.33	-2.33	3.22	0.61	-2.05	window
11.00	108.00	9.00	0.00	0.00	1.33	0.80	1.39	0.95	17.67	19.00	21.11	12.89	4.00	10.33	-14.33	21.11	0.39	-1.30	brickface
139.00	95.00	9.00	0.00	0.00	3.61	2.52	7.06	5.72	46.85	42.89	56.33	41.33	-11.89	28.44	-16.56	56.33	0.26	-1.97	cement
191.00	119.00	9.00	0.00	0.00	1.11	1.29	0.94	0.77	39.85	36.22	48.22	35.11	-10.89	25.11	-14.22	48.22	0.27	-2.01	cement
250.00	172.00	9.00	0.00	0.00	0.94	0.51	1.33	0.71	16.07	12.33	15.00	20.89	-11.22	-3.22	14.44	20.89	0.41	2.42	grass
169.00	186.00	9.00	0.00	0.22	2.33	1.66	5.50	2.52	49.44	44.67	61.11	42.56	-14.33	35.00	-20.67	61.11	0.30	-1.97	path
145.00	102.00	9.00	0.00	0.00	0.89	0.61	2.61	1.49	23.07	22.11	29.78	17.33	-2.89	20.11	-17.22	29.78	0.42	-1.69	brickface
96.00	193.00	9.00	0.00	0.00	1.33	1.12	1.83	1.85	62.70	54.78	78.78	54.56	-23.78	48.22	-24.44	78.78	0.31	-2.08	path
75.00	107.00	9.00	0.11	0.00	1.17	0.34	1.78	1.54	16.70	18.78	19.44	11.89	6.22	8.22	-14.44	19.78	0.40	-1.13	brickface
240.00	192.00	9.00	0.00	0.00	2.39	0.65	4.39	2.38	45.96	40.56	58.11	39.22	-16.22	36.44	-20.22	58.11	0.33	-2.02	path
95.00	131.00	9.00	0.00	0.00	0.56	0.16	1.33	0.71	5.33	6.89	6.11	3.00	4.67	2.33	-7.00	7.22	0.59	-0.85	brickface
145.00	33.00	9.00	0.00	0.00	0.89	0.27	0.89	0.62	124.56	113.22	140.89	119.56	-34.00	49.00	-15.00	140.89	0.20	-2.33	sky
52.00	102.00	9.00	0.00	0.00	0.72	0.51	0.83	0.57	2.89	0.67	6.33	1.67	-6.67	10.33	-3.67	6.33	0.90	-2.26	foliage
93.00	67.00	9.00	0.00	0.00	1.72	1.39	1.50	1.19	60.74	53.00	75.89	53.33	-23.22	45.44	-22.22	75.89	0.30	-2.11	cement
4.00	126.00	9.00	0.00	0.00	1.17	0.74	0.94	0.60	57.81	52.33	70.44	50.67	-16.44	37.89	-21.44	70.44	0.28	-2.01	cement
185.00	118.00	9.00	0.00	0.00	14.44	182.30	1.17	1.06	55.07	50.11	66.33	48.78	-14.89	33.78	-18.89	66.33	0.27	-2.01	cement
3.00	91.00	9.00	0.00	0.11	2.22	5.05	1.00	1.96	5.63	1.89	10.67	4.33	-11.22	15.11	-3.89	10.67	0.83	-2.38	foliage
78.00	186.00	9.00	0.00	0.00	2.83	2.12	3.56	4.21	35.30	31.22	43.89	30.78	-12.22	25.78	-13.56	43.89	0.30	-2.06	path
199.00	25.00	9.00	0.00	0.00	1.00	0.84	1.28	0.77	103.63	89.11	126.89	94.89	-43.56	69.78	-26.22	126.89	0.30	-2.25	sky
186.00	12.00	9.00	0.00	0.00	0.44	0.27	2.33	1.97	6.26	3.89	11.33	3.56	-7.11	15.22	-8.11	11.33	0.69	-2.06	window
158.00	154.00	9.00	0.00	0.00	0.94	1.08	0.22	0.40	0.63	0.44	1.22	0.22	-0.56	1.78	-1.22	1.22	0.28	-1.86	window
189.00	187.00	9.00	0.00	0.00	1.22	1.00	3.06	2.39	48.52	44.11	59.89	41.56	-13.22	34.11	-20.89	59.89	0.31	-1.95	path
190.00	188.00	9.00	0.00	0.00	2.00	1.56	2.28	1.78	49.70	44.67	61.78	42.67	-15.11	36.22	-21.11	61.78	0.31	-1.98	path
183.00	111.00	9.00	0.00	0.00	0.67	0.31	1.06	0.51	5.70	6.89	7.00	3.22	3.56	3.89	-7.44	7.33	0.57	-1.07	brickface
139.00	86.00	9.00	0.11	0.00	1.44	1.27	1.22	1.32	26.48	24.22	35.00	20.22	-6.78	25.56	-18.78	35.00	0.42	-1.80	brickface
149.00	77.00	9.00	0.00	0.00	2.11	3.94	2.44	6.03	24.48	23.44	31.56	18.44	-3.11	21.22	-18.11	31.56	0.42	-1.69	brickface
152.00	98.00	9.00	0.00	0.00	7.00	3.89	1.06	0.77	28.78	24.89	37.11	24.33	-11.67	25.00	-13.33	37.11	0.35	-2.04	cement
38.00	71.00	9.00	0.00	0.00	0.72	0.49	0.89	0.72	122.18	111.44	138.33	116.78	-32.22	48.44	-16.22	138.33	0.19	-2.30	sky
97.00	75.00	9.00	0.00	0.11	2.00	1.91	3.78	8.30	24.85	24.00	31.67	18.89	-2.56	20.44	-17.89	31.67	0.40	-1.65	brickface
212.00	234.00	9.00	0.00	0.00	0.44	0.12	1.06	0.29	7.11	6.00	4.22	11.11	-3.33	-8.67	12.00	11.11	0.62	1.84	grass
8.00	199.00	9.00	0.00	0.00	1.67	0.79	1.39	0.71	15.00	13.33	11.78	19.89	-5.00	-9.67	14.67	19.89	0.41	1.91	grass
96.00	96.00	9.00	0.00	0.00	1.00	1.51	0.83	0.30	6.30	2.67	11.89	4.33	-10.89	16.78	-5.89	11.89	0.78	-2.28	foliage
169.00	184.00	9.00	0.11	0.00	1.22	0.54	2.50	1.93	56.26	51.22	69.00	48.56	-15.11	38.22	-23.11	69.00	0.30	-1.96	path
196.00	129.00	9.00	0.00	0.00	0.83	0.43	0.67	0.18	6.33	7.89	7.33	3.78	4.67	3.00	-7.67	8.22	0.54	-0.93	brickface
250.00	37.00	9.00	0.00	0.00	0.61	0.24	1.06	0.95	95.93	80.11	121.11	86.56	-47.44	75.56	-28.11	121.11	0.34	-2.26	sky
226.00	110.00	9.00	0.00	0.00	0.33	0.09	0.50	0.21	1.67	0.11	4.44	0.44	-4.67	8.33	-3.67	4.44	0.98	-2.16	foliage
245.00	18.00	9.00	0.00	0.00	1.00	1.02	1.17	0.21	137.89	131.44	147.89	134.33	-19.33	30.00	-10.67	147.89	0.11	-2.28	sky
53.00	135.00	9.00	0.00	0.00	0.56	0.21	0.33	0.09	0.74	0.00	2.11	0.11	-2.22	4.11	-1.89	2.11	0.89	-2.14	foliage
138.00	203.00	9.00	0.00	0.00	1.67	1.65	2.28	1.88	11.26	8.78	8.11	16.89	-7.44	-9.44	16.89	16.89	0.54	2.02	grass
74.00	122.00	9.00	0.00	0.00	1.22	1.24	1.33	0.70	16.15	8.00	28.33	12.11	-24.44	36.56	-12.11	28.33	0.72	-2.31	foliage
35.00	67.00	9.00	0.11	0.00	2.67	1.14	3.83	1.94	106.07	92.11	125.56	100.56	-41.89	58.44	-16.56	125.56	0.27	-2.36	sky
245.00	78.00	9.00	0.11	0.00	1.89	1.01	4.06	5.66	30.19	25.11	40.33	25.11	-15.22	30.44	-15.22	40.33	0.39	-2.07	cement
54.00	126.00	9.00	0.00	0.00	0.67	0.31	0.50	0.17	1.41	0.00	3.67	0.56	-4.22	6.78	-2.56	3.67	1.00	-2.23	foliage
70.00	60.00	9.00	0.00	0.00	0.94	1.40	2.17	1.37	23.78	22.44	31.00	17.89	-4.00	21.67	-17.67	31.00	0.42	-1.71	brickface
171.00	187.00	9.00	0.00	0.11	2.94	1.73	2.67	2.43	48.37	43.33	60.11	41.67	-15.11	35.22	-20.11	60.11	0.31	-2.00	path
21.00	147.00	9.00	0.11	0.00	1.94	1.62	1.33	0.84	6.26	5.78	8.44	4.56	-1.44	6.56	-5.11	8.67	0.46	-1.58	cement
8.00	39.00	9.00	0.11	0.00	1.39	1.13	1.83	0.70	113.37	102.56	132.00	105.56	-32.44	55.89	-23.44	132.00	0.22	-2.20	sky
159.00	111.00	9.00	0.00	0.00	0.44	0.07	0.61	0.15	5.93	7.67	6.89	3.22	5.22	2.89	-8.11	7.67	0.58	-0.87	brickface
