															
b	29.25	13.00	u	g	d	h	0.50	f	f	0.00	f	g	228.00	0.00	-
a	19.58	0.67	u	g	w	v	1.66	f	f	0.00	f	g	220.00	5.00	-
a	22.92	1.25	u	g	q	v	0.25	f	f	0.00	t	g	120.00	809.00	-
a	27.25	0.29	u	g	m	h	0.13	f	t	1.00	t	g	272.00	108.00	-
a	38.75	1.50	u	g	ff	ff	0.00	f	f	0.00	f	g	76.00	0.00	-
b	32.42	2.16	y	p	k	ff	0.00	f	f	0.00	f	g	120.00	0.00	-
a	23.75	0.71	u	g	w	v	0.25	f	t	1.00	t	g	240.00	4.00	-
b	18.17	2.46	u	g	c	n	0.96	f	t	2.00	t	g	160.00	587.00	-
b	40.92	0.50	y	p	m	v	0.50	f	f	0.00	t	g	130.00	0.00	-
b	19.50	9.59	u	g	aa	v	0.79	f	f	0.00	f	g	80.00	350.00	-
b	28.58	3.63	u	g	aa	v	0.25	f	f	0.00	t	g	100.00	0.00	-
b	35.58	0.75	u	g	k	v	1.50	f	f	0.00	t	g	231.00	0.00	-
b	34.17	2.75	u	g	i	bb	2.50	f	f	0.00	t	g	232.00	200.00	-
?	33.17	2.25	y	p	cc	v	3.50	f	f	0.00	t	g	200.00	141.00	-
b	31.58	0.75	y	p	aa	v	3.50	f	f	0.00	t	g	320.00	0.00	-
a	52.50	7.00	u	g	aa	h	3.00	f	f	0.00	f	g	0.00	0.00	-
b	36.17	0.42	y	p	w	v	0.29	f	f	0.00	t	g	309.00	2.00	-
b	37.33	2.66	u	g	cc	v	0.17	f	f	0.00	t	g	0.00	501.00	-
a	20.83	8.50	u	g	c	v	0.17	f	f	0.00	f	g	0.00	351.00	-
b	24.08	9.00	u	g	aa	v	0.25	f	f	0.00	t	g	0.00	0.00	-
b	25.58	0.34	u	g	k	h	3.50	f	f	0.00	t	g	340.00	0.00	-
a	35.17	3.75	u	g	ff	ff	0.00	f	t	6.00	f	g	0.00	200.00	-
b	48.08	3.75	u	g	i	bb	1.00	f	f	0.00	f	g	100.00	2.00	-
a	15.83	7.63	u	g	q	v	0.13	f	t	1.00	t	g	0.00	160.00	-
a	22.50	0.41	u	g	i	v	0.34	f	f	0.00	t	s	144.00	0.00	-
b	21.50	11.50	u	g	i	v	0.50	t	f	0.00	t	g	100.00	68.00	-
a	23.58	0.83	u	g	q	v	0.41	f	t	1.00	t	g	200.00	11.00	-
a	21.08	5.00	y	p	ff	ff	0.00	f	f	0.00	f	g	0.00	0.00	-
b	25.67	3.25	u	g	c	h	2.29	f	t	1.00	t	g	416.00	21.00	-
a	38.92	1.66	u	g	aa	v	0.25	f	f	0.00	f	g	0.00	390.00	-
a	15.75	0.38	u	g	c	v	1.00	f	f	0.00	f	g	120.00	18.00	-
a	28.58	3.75	u	g	c	v	0.25	f	t	1.00	t	g	40.00	154.00	-
b	22.25	9.00	u	g	aa	v	0.09	f	f	0.00	f	g	0.00	0.00	-
b	29.83	3.50	u	g	c	v	0.17	f	f	0.00	f	g	216.00	0.00	-
a	23.50	1.50	u	g	w	v	0.88	f	f	0.00	t	g	160.00	0.00	-
b	32.08	4.00	y	p	cc	v	1.50	f	f	0.00	t	g	120.00	0.00	-
b	31.08	1.50	y	p	w	v	0.04	f	f	0.00	f	s	160.00	0.00	-
b	31.83	0.04	y	p	m	v	0.04	f	f	0.00	f	g	0.00	0.00	-
a	21.75	11.75	u	g	c	v	0.25	f	f	0.00	t	g	180.00	0.00	-
a	17.92	0.54	u	g	c	v	1.75	f	t	1.00	t	g	80.00	5.00	-
b	30.33	0.50	u	g	d	h	0.09	f	f	0.00	t	s	252.00	0.00	-
b	51.83	2.04	y	p	ff	ff	1.50	f	f	0.00	f	g	120.00	1.00	-
b	47.17	5.84	u	g	w	v	5.50	f	f	0.00	f	g	465.00	150.00	-
b	25.83	12.84	u	g	cc	v	0.50	f	f	0.00	f	g	0.00	2.00	-
a	50.25	0.83	u	g	aa	v	0.50	f	f	0.00	t	g	240.00	117.00	-
?	29.50	2.00	y	p	e	h	2.00	f	f	0.00	f	g	256.00	17.00	-
a	37.33	2.50	u	g	i	h	0.21	f	f	0.00	f	g	260.00	246.00	-
a	41.58	1.04	u	g	aa	v	0.67	f	f	0.00	f	g	240.00	237.00	-
a	30.58	10.66	u	g	q	h	0.09	f	t	12.00	t	g	129.00	3.00	-
b	19.42	7.25	u	g	m	v	0.04	f	t	1.00	f	g	100.00	1.00	-
a	17.92	10.21	u	g	ff	ff	0.00	f	f	0.00	f	g	0.00	50.00	-
a	20.08	1.25	u	g	c	v	0.00	f	f	0.00	f	g	0.00	0.00	-
b	19.50	0.29	u	g	k	v	0.29	f	f	0.00	f	g	280.00	364.00	-
b	27.83	1.00	y	p	d	h	3.00	f	f	0.00	f	g	176.00	537.00	-
b	17.08	3.29	u	g	i	v	0.34	f	f	0.00	t	g	140.00	2.00	-
b	36.42	0.75	y	p	d	v	0.58	f	f	0.00	f	g	240.00	3.00	-
b	40.58	3.29	u	g	m	v	3.50	f	f	0.00	t	s	400.00	0.00	-
b	21.08	10.09	y	p	e	h	1.25	f	f	0.00	f	g	260.00	0.00	-
a	22.67	0.75	u	g	c	v	2.00	f	t	2.00	t	g	200.00	394.00	-
a	25.25	13.50	y	p	ff	ff	2.00	f	t	1.00	t	g	200.00	1.00	-
b	17.92	0.20	u	g	aa	v	0.04	f	f	0.00	f	g	280.00	750.00	-
b	35.00	3.38	u	g	c	h	8.29	f	f	0.00	t	g	0.00	0.00	-
